Title,Year,Runtime,IMDB_Rating,Metascore,Votes,Description,Decade,Rating_Category,Runtime_Category
His Girl Friday,1940,92,7.8,78.69,34709,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.,1940,Good,Standard (90–120 min)
Stagecoach,1939,96,7.8,93.0,34709,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.,1930,Good,Standard (90–120 min)
You Can't Take It with You,1938,126,7.8,78.69,34709,"The son of a snobbish Wall Street banker becomes engaged to a woman from a good-natured but decidedly eccentric family, not realizing that his father is trying to force her family from their home for a real estate development.",1930,Good,Long (120–180 min)
The Lady Vanishes,1938,96,7.8,98.0,34709,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",1930,Good,Standard (90–120 min)
Bringing Up Baby,1938,102,7.8,91.0,34709,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",1930,Good,Standard (90–120 min)
A Night at the Opera,1935,96,7.8,78.69,34709,A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.,1930,Good,Standard (90–120 min)
The Bride of Frankenstein,1935,75,7.8,95.0,34709,"Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.",1930,Good,Short (<90 min)
Duck Soup,1933,69,7.8,93.0,34709,"Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side they're on.",1930,Good,Short (<90 min)
Frankenstein,1931,70,7.8,91.0,34709,Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.,1930,Good,Short (<90 min)
Roma,2018,135,7.7,96.0,34709,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,2010,Good,Long (120–180 min)
Deadpool 2,2018,119,7.7,66.0,34709,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",2010,Good,Standard (90–120 min)
Sound of Metal,2019,120,7.7,82.0,34709,A heavy-metal drummer's life is thrown into freefall when he begins to lose his hearing.,2010,Good,Standard (90–120 min)
Wind River,2017,107,7.7,73.0,34709,A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,2010,Good,Standard (90–120 min)
The Salesman,2016,124,7.7,85.0,34709,"While Ranaa and Emad, a married couple, are participating in a production of ""Death of a Salesman,"" she is assaulted in their new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.",2010,Good,Long (120–180 min)
Get Out,2017,104,7.7,85.0,34709,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",2010,Good,Standard (90–120 min)
Mission: Impossible - Fallout,2018,147,7.7,86.0,34709,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",2010,Good,Long (120–180 min)
Perfect Strangers,2016,96,7.7,78.69,34709,"Seven long-time friends meet for dinner. They decide to share their text messages, emails and phone calls. Secrets are unveiled. Harmony trembles.",2010,Good,Standard (90–120 min)
Udta Punjab,2016,148,7.7,78.69,34709,A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.,2010,Good,Long (120–180 min)
Kubo and the Two Strings,2016,101,7.7,84.0,34709,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,2010,Good,Standard (90–120 min)
A Man Called Ove,2015,116,7.7,70.0,34709,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.",2010,Good,Standard (90–120 min)
When Marnie Was There,2014,103,7.7,72.0,34709,"Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie.",2010,Good,Standard (90–120 min)
The Theory of Everything,2014,123,7.7,71.0,34709,A look at the relationship between the famous physicist Stephen Hawking and his wife.,2010,Good,Long (120–180 min)
Kingsman: The Secret Service,2014,129,7.7,60.0,34709,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.",2010,Good,Long (120–180 min)
The Fault in Our Stars,2014,126,7.7,69.0,34709,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,2010,Good,Long (120–180 min)
Me and Earl and the Dying Girl,2015,105,7.7,74.0,34709,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",2010,Good,Standard (90–120 min)
Birdman or (The Unexpected Virtue of Ignorance),2014,119,7.7,87.0,34709,"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.",2010,Good,Standard (90–120 min)
The Past,2013,130,7.7,85.0,34709,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce.",2010,Good,Long (120–180 min)
The Great Beauty,2013,141,7.7,86.0,34709,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",2010,Good,Long (120–180 min)
Blue Is the Warmest Colour,2013,180,7.7,89.0,34709,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.",2010,Good,Long (120–180 min)
The Broken Circle Breakdown,2012,111,7.7,70.0,34709,"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial.",2010,Good,Standard (90–120 min)
The Wind Rises,2013,126,7.7,83.0,34709,"A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.",2010,Good,Long (120–180 min)
Toy Story 4,2019,100,7.7,84.0,34709,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",2010,Good,Standard (90–120 min)
Nebraska,2013,115,7.7,87.0,34709,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.",2010,Good,Standard (90–120 min)
Wreck-It Ralph,2012,101,7.7,72.0,34709,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",2010,Good,Standard (90–120 min)
The Little Prince,2015,108,7.7,70.0,34709,"A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.",2010,Good,Standard (90–120 min)
Detachment,2011,98,7.7,52.0,34709,A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.,2010,Good,Standard (90–120 min)
Midnight in Paris,2011,94,7.7,81.0,34709,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",2010,Good,Standard (90–120 min)
Confessions,2010,106,7.7,78.69,34709,A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.,2010,Good,Standard (90–120 min)
The Man from Nowhere,2010,119,7.7,78.69,34709,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.,2010,Good,Standard (90–120 min)
The Lego Movie,2014,100,7.7,83.0,34709,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",2010,Good,Standard (90–120 min)
Gravity,2013,91,7.7,96.0,34709,Two astronauts work together to survive after an accident leaves them stranded in space.,2010,Good,Standard (90–120 min)
Star Trek Into Darkness,2013,132,7.7,72.0,34709,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",2010,Good,Long (120–180 min)
Beasts of No Nation,2015,137,7.7,79.0,34709,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.",2010,Good,Long (120–180 min)
X: First Class,2011,131,7.7,65.0,34709,"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.",2010,Good,Long (120–180 min)
The Hangover,2009,100,7.7,73.0,34709,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",2000,Good,Standard (90–120 min)
The Trial of the Chicago 7,2020,129,7.7,76.0,34709,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.",2020,Good,Long (120–180 min)
Silver Linings Playbook,2012,122,7.7,81.0,34709,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",2010,Good,Long (120–180 min)
Another Round,2020,117,7.7,79.0,34709,Four high-school teachers consume alcohol on a daily basis to see how it affects their social and professional lives.,2020,Good,Standard (90–120 min)
Argo,2012,120,7.7,86.0,34709,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",2010,Good,Standard (90–120 min)
500 Days of Summer,2009,95,7.7,76.0,34709,"After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back.",2000,Good,Standard (90–120 min)
Harry Potter and the Deathly Hallows: Part 1,2010,146,7.7,65.0,34709,"As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.",2010,Good,Long (120–180 min)
The Boy in the Striped Pajamas,2008,94,7.7,55.0,34709,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",2000,Good,Standard (90–120 min)
The Edge of Heaven,2007,122,7.7,85.0,34709,A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.,2000,Good,Long (120–180 min)
Frost/Nixon,2008,122,7.7,80.0,34709,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.,2000,Good,Long (120–180 min)
Paprika,2006,90,7.7,81.0,34709,"When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it.",2000,Good,Short (<90 min)
Flipped,2010,90,7.7,45.0,34709,Two eighth-graders start to have feelings for each other despite being total opposites.,2010,Good,Short (<90 min)
The Girl Who Leapt Through Time,2006,98,7.7,78.69,34709,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own.",2000,Good,Standard (90–120 min)
This Is England,2006,101,7.7,86.0,34709,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.",2000,Good,Standard (90–120 min)
Ex Machina,2014,108,7.7,78.0,34709,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,2010,Good,Standard (90–120 min)
After the Wedding,2006,120,7.7,78.0,34709,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret.",2000,Good,Standard (90–120 min)
Zodiac,2007,157,7.7,78.0,34709,"Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",2000,Good,Long (120–180 min)
Lucky Number Slevin,2006,110,7.7,53.0,34709,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.",2000,Good,Standard (90–120 min)
Joyeux Noel,2005,116,7.7,70.0,34709,"In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life.",2000,Good,Standard (90–120 min)
Adam's Apples,2005,94,7.7,51.0,34709,A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister.,2000,Good,Standard (90–120 min)
Tangled,2010,100,7.7,71.0,34709,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",2010,Good,Standard (90–120 min)
Black Book,2006,145,7.7,71.0,34709,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",2000,Good,Long (120–180 min)
Brokeback Mountain,2005,134,7.7,87.0,34709,Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.,2000,Good,Long (120–180 min)
3:10 to Yuma,2007,122,7.7,76.0,34709,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,2000,Good,Long (120–180 min)
Kung Fu Hustle,2004,99,7.7,78.0,34709,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",2000,Good,Standard (90–120 min)
The Bourne Supremacy,2004,108,7.7,73.0,34709,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",2000,Good,Standard (90–120 min)
The Machinist,2004,101,7.7,61.0,34709,An industrial worker who hasn't slept in a year begins to doubt his own sanity.,2000,Good,Standard (90–120 min)
Ray,2004,152,7.7,73.0,34709,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",2000,Good,Long (120–180 min)
Evil,2003,113,7.7,61.0,34709,"A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back.",2000,Good,Standard (90–120 min)
Lost in Translation,2003,102,7.7,89.0,34709,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,2000,Good,Standard (90–120 min)
Harry Potter and the Goblet of Fire,2005,157,7.7,81.0,34709,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",2000,Good,Long (120–180 min)
Man on Fire,2004,146,7.7,47.0,34709,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",2000,Good,Long (120–180 min)
Coraline,2009,100,7.7,80.0,34709,"An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",2000,Good,Standard (90–120 min)
The Magdalene Sisters,2002,114,7.7,83.0,34709,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,2000,Good,Standard (90–120 min)
21 Grams,2003,124,7.7,70.0,34709,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",2000,Good,Long (120–180 min)
Finding Neverland,2004,106,7.7,67.0,34709,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,2000,Good,Standard (90–120 min)
Good Bye Lenin!,2003,121,7.7,68.0,34709,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",2000,Good,Long (120–180 min)
In America,2002,105,7.7,76.0,34709,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,2000,Good,Standard (90–120 min)
The Triplets of Belleville,2003,80,7.7,91.0,34709,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",2000,Good,Short (<90 min)
Adaptation.,2002,115,7.7,83.0,34709,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.,2000,Good,Standard (90–120 min)
Black Hawk Down,2001,144,7.7,74.0,34709,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily-armed Somalis.",2000,Good,Long (120–180 min)
Road to Perdition,2002,117,7.7,72.0,34709,"A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",2000,Good,Standard (90–120 min)
The Experiment,2001,120,7.7,60.0,34709,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.",2000,Good,Standard (90–120 min)
Billy Elliot,2000,110,7.7,74.0,34709,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,2000,Good,Standard (90–120 min)
Hedwig and the Angry Inch,2001,95,7.7,85.0,34709,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,2000,Good,Standard (90–120 min)
The Count of Monte Cristo,2002,131,7.7,61.0,34709,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",2000,Good,Long (120–180 min)
Y tu mamá también,2001,106,7.7,88.0,34709,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",2000,Good,Standard (90–120 min)
Waking Life,2001,99,7.7,83.0,34709,A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.,2000,Good,Standard (90–120 min)
Ocean's Eleven,2001,116,7.7,74.0,34709,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,2000,Good,Standard (90–120 min)
"O Brother, Where Art Thou?",2000,107,7.7,69.0,34709,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",2000,Good,Standard (90–120 min)
Minority Report,2002,145,7.7,80.0,34709,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",2000,Good,Long (120–180 min)
"South Park: Bigger, Longer & Uncut",1999,81,7.7,73.0,34709,"When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",1990,Good,Short (<90 min)
Office Space,1999,89,7.7,68.0,34709,Three company workers who hate their jobs decide to rebel against their greedy boss.,1990,Good,Short (<90 min)
Happiness,1998,134,7.7,81.0,34709,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection.",1990,Good,Long (120–180 min)
The Boondock Saints,1999,108,7.7,44.0,34709,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,1990,Good,Standard (90–120 min)
Training Day,2001,122,7.7,69.0,34709,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,2000,Good,Long (120–180 min)
Run Lola Run,1998,80,7.7,77.0,34709,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.",1990,Good,Short (<90 min)
Open Your Eyes,1997,119,7.7,78.69,34709,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",1990,Good,Standard (90–120 min)
Taste of Cherry,1997,95,7.7,80.0,34709,An Iranian man drives his car in search of someone who will quietly bury him under a cherry tree after he commits suicide.,1990,Good,Standard (90–120 min)
As Good as It Gets,1997,139,7.7,67.0,34709,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",1990,Good,Long (120–180 min)
Fireworks,1997,103,7.7,78.69,34709,"Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions.",1990,Good,Standard (90–120 min)
The Game,1997,129,7.7,61.0,34709,"After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him.",1990,Good,Long (120–180 min)
Donnie Brasco,1997,127,7.7,76.0,34709,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",1990,Good,Long (120–180 min)
Happy Together,1997,96,7.7,70.0,34709,A couple take a trip to Argentina but both men find their lives drifting apart in opposite directions.,1990,Good,Standard (90–120 min)
Shine,1996,105,7.7,87.0,34709,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",1990,Good,Standard (90–120 min)
Primal Fear,1996,129,7.7,47.0,34709,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",1990,Good,Long (120–180 min)
Sense and Sensibility,1995,136,7.7,84.0,34709,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.",1990,Good,Long (120–180 min)
Apollo 13,1995,140,7.7,77.0,34709,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,1990,Good,Long (120–180 min)
The Postman,1994,108,7.7,81.0,34709,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",1990,Good,Standard (90–120 min)
Clerks,1994,92,7.7,70.0,34709,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",1990,Good,Standard (90–120 min)
What's Eating Gilbert Grape,1993,118,7.7,73.0,34709,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,1990,Good,Standard (90–120 min)
Short Cuts,1993,188,7.7,79.0,34709,The day-to-day lives of several suburban Los Angeles residents.,1990,Good,Epic (>180 min)
Philadelphia,1993,125,7.7,66.0,34709,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.",1990,Good,Long (120–180 min)
Naked,1993,131,7.7,85.0,34709,An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,1990,Good,Long (120–180 min)
The Muppet Christmas Carol,1992,85,7.7,64.0,34709,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.,1990,Good,Short (<90 min)
Malcolm X,1992,202,7.7,73.0,34709,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",1990,Good,Epic (>180 min)
The Last of the Mohicans,1992,112,7.7,76.0,34709,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,1990,Good,Standard (90–120 min)
Hard Boiled,1992,128,7.7,78.69,34709,A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.,1990,Good,Long (120–180 min)
Porco Rosso,1992,94,7.7,83.0,34709,"In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig.",1990,Good,Standard (90–120 min)
Glengarry Glen Ross,1992,100,7.7,82.0,34709,An examination of the machinations behind the scenes at a real estate office.,1990,Good,Standard (90–120 min)
A Few Good Men,1992,138,7.7,62.0,34709,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,1990,Good,Long (120–180 min)
Night on Earth,1991,129,7.7,68.0,34709,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,1990,Good,Long (120–180 min)
Fried Green Tomatoes,1991,130,7.7,64.0,34709,A housewife who is unhappy with her life befriends an old lady at a nursing home and is enthralled by the tales she tells of people she used to know.,1990,Good,Long (120–180 min)
The Double Life of Véronique,1991,98,7.7,86.0,34709,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.",1990,Good,Standard (90–120 min)
Dreams,1990,119,7.7,78.69,34709,A collection of tales based upon eight of director Akira Kurosawa's recurring dreams.,1990,Good,Standard (90–120 min)
Miller's Crossing,1990,115,7.7,66.0,34709,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",1990,Good,Standard (90–120 min)
Home Alone,1990,103,7.7,63.0,34709,An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.,1990,Good,Standard (90–120 min)
When Harry Met Sally...,1989,95,7.7,76.0,34709,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",1980,Good,Standard (90–120 min)
Who Framed Roger Rabbit,1988,104,7.7,83.0,34709,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,1980,Good,Standard (90–120 min)
The Vanishing,1988,107,7.7,78.69,34709,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",1980,Good,Standard (90–120 min)
The Last Emperor,1987,163,7.7,76.0,34709,The story of the final Emperor of China.,1980,Good,Long (120–180 min)
Evil Dead II,1987,84,7.7,72.0,34709,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,1980,Good,Short (<90 min)
Empire of the Sun,1987,153,7.7,62.0,34709,A young English boy struggles to survive under Japanese occupation of China during World War II.,1980,Good,Long (120–180 min)
The Name of the Rose,1986,130,7.7,54.0,34709,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,1980,Good,Long (120–180 min)
Down by Law,1986,107,7.7,75.0,34709,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.",1980,Good,Standard (90–120 min)
Blue Velvet,1986,120,7.7,76.0,34709,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",1980,Good,Standard (90–120 min)
The Purple Rose of Cairo,1985,82,7.7,75.0,34709,"In New Jersey in 1935, a movie character walks off the screen and into the real world.",1980,Good,Short (<90 min)
The Goonies,1985,114,7.7,62.0,34709,A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,1980,Good,Standard (90–120 min)
The Color Purple,1985,154,7.7,78.0,34709,A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.,1980,Good,Long (120–180 min)
Zelig,1983,79,7.7,78.69,34709,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.",1980,Good,Short (<90 min)
The Verdict,1982,129,7.7,77.0,34709,"An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.",1980,Good,Long (120–180 min)
Star Trek II: The Wrath of Khan,1982,113,7.7,67.0,34709,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",1980,Good,Standard (90–120 min)
First Blood,1982,93,7.7,61.0,34709,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,1980,Good,Standard (90–120 min)
Ordinary People,1980,124,7.7,86.0,34709,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",1980,Good,Long (120–180 min)
Airplane!,1980,88,7.7,78.0,34709,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,1980,Good,Short (<90 min)
Halloween,1978,91,7.7,87.0,34709,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",1970,Good,Standard (90–120 min)
Nashville,1975,160,7.7,96.0,34709,"Over the course of a few hectic days, numerous interrelated people prepare for a political convention.",1970,Good,Long (120–180 min)
Love and Death,1975,85,7.7,89.0,34709,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.",1970,Good,Short (<90 min)
